Time,Source,Sequence
1.32296,4,139869
1.32306,4,140827
1.32324,4,141785
1.32342,4,142743
1.3236,4,143701
1.32378,4,144659
1.32396,1,134121
1.32404,1,262493
1.32414,1,263451
1.33294,2,78557
1.33302,2,142743
1.33312,2,143701
1.3333,2,144659
1.33348,2,145617
1.33366,2,146575
1.33384,3,74725
1.33392,3,145617
1.33402,3,146575
1.3342,3,147533
1.33438,3,148491
1.33456,3,149449
1.33474,3,150407
1.33492,3,151365
1.3351,4,74725
1.33518,4,145617
1.33528,4,146575
1.33546,4,147533
1.33564,4,148491
1.33582,4,149449
1.336,4,150407
1.33618,4,151365
1.33636,1,74725
1.33644,1,145617
1.33654,1,146575
1.33672,1,147533
1.3369,1,148491
1.33708,1,149449
1.33726,1,150407
1.33744,1,151365
1.33762,2,74725
1.3377,2,145617
1.3378,2,146575
1.33798,2,147533
1.33816,2,148491
1.33834,2,149449
1.33852,2,150407
1.3387,2,151365
1.33888,3,74725
1.33896,3,145617
1.33906,3,146575
1.33924,3,147533
1.33942,3,148491
1.3396,3,149449
1.33978,3,150407
1.33996,3,151365
1.34014,4,74725
1.34022,4,145617
1.34032,4,146575
1.3405,4,147533
1.34068,4,148491
1.34086,4,149449
1.34103,4,150407
1.34121,4,151365
1.34139,1,136037
1.34148,1,264409
1.34156,1,265367
1.3493,2,80473
1.34938,2,147533
1.34948,2,148491
1.34966,2,149449
1.34984,2,150407
1.35002,2,151365
1.3502,2,152323
1.35038,3,76641
1.35046,3,152323
1.35056,3,153281
1.35074,3,154239
1.35092,3,155197
1.3511,3,156155
1.35128,3,157113
1.35146,3,158071
1.35164,3,159029
1.35182,4,76641
1.3519,4,152323
1.352,4,153281
1.35218,4,154239
1.35236,4,155197
1.35254,4,156155
1.35272,4,157113
1.3529,4,158071
1.35308,4,159029
1.35326,1,76641
1.35334,1,152323
1.35344,1,153281
1.35362,1,154239
1.3538,1,155197
1.35398,1,156155
1.35416,1,157113
1.35434,1,158071
1.35452,1,159029
1.3547,2,76641
1.35478,2,152323
1.35488,2,153281
1.35506,2,154239
1.35524,2,155197
1.35542,2,156155
1.3556,2,157113
1.35578,2,158071
1.35596,2,159029
1.35614,3,76641
1.35622,3,152323
1.35632,3,153281
1.3565,3,154239
1.35668,3,155197
1.35686,3,156155
1.35704,3,157113
1.35722,3,158071
1.3574,3,159029
1.35757,4,76641
1.35766,4,152323
1.35775,4,153281
1.35793,4,154239
1.35811,4,155197
1.35829,4,156155
1.35847,4,157113
1.35865,4,158071
1.35883,4,159029
1.35901,1,137953
1.3591,1,266325
1.35918,1,267283
1.36566,2,82389
1.36574,2,153281
1.36584,2,154239
1.36602,2,155197
1.3662,2,156155
1.36638,2,157113
1.36656,2,158071
1.36674,2,159029
1.36692,3,78557
1.367,3,159987
1.3671,3,160945
1.36728,3,161903
1.36746,3,162861
1.36764,3,163819
1.36782,3,164777
1.368,3,165735
1.36818,3,166693
1.36836,3,167651
1.36854,4,78557
1.36862,4,159987
1.36872,4,160945
1.3689,4,161903
1.36908,4,162861
1.36926,4,163819
1.36944,4,164777
1.36962,4,165735
1.3698,4,166693
1.36998,4,167651
1.37016,1,78557
1.37024,1,159987
1.37034,1,160945
1.37052,1,161903
1.3707,1,162861
1.37088,1,163819
1.37106,1,164777
1.37124,1,165735
1.37142,1,166693
1.3716,1,167651
1.37178,2,78557
1.37186,2,159987
1.37196,2,160945
1.37214,2,161903
1.37232,2,162861
1.3725,2,163819
1.37268,2,164777
1.37286,2,165735
1.37304,2,166693
1.37322,2,167651
1.3734,3,78557
1.37348,3,159987
1.37358,3,160945
1.37376,3,161903
1.37394,3,162861
1.37411,3,163819
1.37429,3,164777
1.37447,3,165735
1.37465,3,166693
1.37483,3,167651
1.37501,4,78557
1.3751,4,159987
1.37519,4,160945
1.37537,4,161903
1.37555,4,162861
1.37573,4,163819
1.37591,4,164777
1.37609,4,165735
1.37627,4,166693
1.37645,4,167651
1.37663,1,139869
1.37671,1,268241
1.3768,1,269199
1.38202,2,84305
1.3821,2,159987
1.3822,2,160945
1.38238,2,161903
1.38256,2,162861
1.38274,2,163819
1.38292,2,164777
1.3831,2,165735
1.38328,2,166693
1.38346,3,80473
1.38354,3,168609
1.38364,3,169567
1.38382,3,170525
1.384,3,171483
1.38418,3,172441
1.38436,3,173399
1.38454,3,174357
1.38472,3,175315
1.3849,3,176273
1.38508,3,177231
1.38526,4,80473
1.38534,4,168609
1.38544,4,169567
1.38562,4,170525
1.3858,4,171483
1.38598,4,172441
1.38616,4,173399
1.38634,4,174357
1.38652,4,175315
1.3867,4,176273
1.38688,4,177231
1.38706,1,80473
1.38714,1,168609
1.38724,1,169567
1.38742,1,170525
1.3876,1,171483
1.38778,1,172441
1.38796,1,173399
1.38814,1,174357
1.38832,1,175315
1.3885,1,176273
1.38868,1,177231
1.38886,2,80473
1.38894,2,168609
1.38904,2,169567
1.38922,2,170525
1.3894,2,171483
1.38958,2,172441
1.38976,2,173399
1.38994,2,174357
1.39012,2,175315
1.3903,2,176273
1.39047,2,177231
1.39065,3,80473
1.39074,3,168609
1.39083,3,169567
1.39101,3,170525
1.39119,3,171483
1.39137,3,172441
1.39155,3,173399
1.39173,3,174357
1.39191,3,175315
1.39209,3,176273
1.39227,3,177231
1.39245,4,80473
1.39253,4,168609
1.39263,4,169567
1.39281,4,170525
1.39299,4,171483
1.39317,4,172441
1.39335,4,173399
1.39353,4,174357
1.39371,4,175315
1.39389,4,176273
1.39407,4,177231
1.39425,1,141785
1.39433,1,270157
1.39442,1,271115
1.39838,2,86221
1.39846,2,167651
1.39856,2,168609
1.39874,2,169567
1.39892,2,170525
1.3991,2,171483
1.39928,2,172441
1.39946,2,173399
1.39964,2,174357
1.39982,2,175315
1.4,3,82389
1.40008,3,178189
1.40018,3,179147
1.40036,3,180105
1.40054,3,181063
1.40072,3,182021
1.4009,3,182979
1.40108,3,183937
1.40126,3,184895
1.40144,3,185853
1.40162,3,186811
1.4018,3,187769
1.40198,4,82389
1.40206,4,178189
1.40216,4,179147
1.40234,4,180105
1.40252,4,181063
1.4027,4,182021
1.40288,4,182979
1.40306,4,183937
1.40324,4,184895
1.40342,4,185853
1.4036,4,186811
1.40378,4,187769
1.40396,1,82389
1.40404,1,178189
1.40414,1,179147
1.40432,1,180105
1.4045,1,181063
1.40468,1,182021
1.40486,1,182979
1.40504,1,183937
1.40522,1,184895
1.4054,1,185853
1.40558,1,186811
1.40576,1,187769
1.40594,2,82389
1.40602,2,178189
1.40612,2,179147
1.4063,2,180105
1.40648,2,181063
1.40666,2,182021
1.40684,2,182979
1.40701,2,183937
1.40719,2,184895
1.40737,2,185853
1.40755,2,186811
1.40773,2,187769
1.40791,3,82389
1.408,3,178189
1.40809,3,179147
1.40827,3,180105
1.40845,3,181063
1.40863,3,182021
1.40881,3,182979
1.40899,3,183937
1.40917,3,184895
1.40935,3,185853
1.40953,3,186811
1.40971,3,187769
1.40989,4,82389
1.40997,4,178189
1.41007,4,179147
1.41025,4,180105
1.41043,4,181063
1.41061,4,182021
1.41079,4,182979
1.41097,4,183937
1.41115,4,184895
1.41133,4,185853
1.41151,4,186811
1.41169,4,187769
1.41187,1,143701
1.41195,1,272073
1.41203,1,273031
1.41474,2,88137
1.41482,2,176273
1.41492,2,177231
1.4151,2,178189
1.41528,2,179147
1.41546,2,180105
1.41564,2,181063
1.41582,2,182021
1.416,2,182979
1.41618,2,183937
1.41636,2,184895
1.41654,3,84305
1.41662,3,188727
1.41672,3,189685
1.4169,3,190643
1.41708,3,191601
1.41726,3,192559
1.41744,3,193517
1.41762,3,194475
1.4178,3,195433
1.41798,3,196391
1.41816,3,197349
1.41834,3,198307
1.41852,3,199265
1.4187,4,84305
1.41878,4,188727
1.41888,4,189685
1.41906,4,190643
1.41924,4,191601
1.41942,4,192559
1.4196,4,193517
1.41978,4,194475
1.41996,4,195433
1.42014,4,196391
1.42032,4,197349
1.4205,4,198307
1.42068,4,199265
1.42086,1,84305
1.42094,1,188727
1.42104,1,189685
1.42122,1,190643
1.4214,1,191601
1.42158,1,192559
1.42176,1,193517
1.42194,1,194475
1.42212,1,195433
1.4223,1,196391
1.42248,1,197349
1.42266,1,198307
1.42284,1,199265
1.42302,2,84305
1.4231,2,188727
1.4232,2,189685
1.42338,2,190643
1.42355,2,191601
1.42373,2,192559
1.42391,2,193517
1.42409,2,194475
1.42427,2,195433
1.42445,2,196391
1.42463,2,197349
1.42481,2,198307
1.42499,2,199265
1.42517,3,84305
1.42526,3,188727
1.42535,3,189685
1.42553,3,190643
1.42571,3,191601
1.42589,3,192559
1.42607,3,193517
1.42625,3,194475
1.42643,3,195433
1.42661,3,196391
1.42679,3,197349
1.42697,3,198307
1.42715,3,199265
1.42733,4,84305
1.42741,4,188727
1.42751,4,189685
1.42769,4,190643
1.42787,4,191601
1.42805,4,192559
1.42823,4,193517
1.42841,4,194475
1.42859,4,195433
1.42877,4,196391
1.42895,4,197349
1.42913,4,198307
1.42931,4,199265
1.42949,1,145617
1.42957,1,273989
1.42965,1,274947
1.4311,2,90053
1.43118,2,185853
1.43128,2,186811
1.43146,2,187769
1.43164,2,188727
1.43182,2,189685
1.432,2,190643
1.43218,2,191601
1.43236,2,192559
1.43254,2,193517
1.43272,2,194475
1.4329,2,195433
1.43308,3,86221
1.43316,3,200223
1.43326,3,201181
1.43344,3,202139
1.43362,3,203097
1.4338,3,204055
1.43398,3,205013
1.43416,3,205971
1.43434,3,206929
1.43452,3,207887
1.4347,3,208845
1.43488,3,209803
1.43506,3,210761
1.43524,3,211719
1.43542,4,86221
1.4355,4,200223
1.4356,4,201181
1.43578,4,202139
1.43596,4,203097
1.43614,4,204055
1.43632,4,205013
1.4365,4,205971
1.43668,4,206929
1.43686,4,207887
1.43704,4,208845
1.43722,4,209803
1.4374,4,210761
1.43758,4,211719
1.43776,1,86221
1.43784,1,200223
1.43794,1,201181
1.43812,1,202139
1.4383,1,203097
1.43848,1,204055
1.43866,1,205013
1.43884,1,205971
1.43902,1,206929
1.4392,1,207887
1.43938,1,208845
1.43956,1,209803
1.43974,1,210761
1.43992,1,211719
1.44009,2,86221
1.44018,2,200223
1.44027,2,201181
1.44045,2,202139
1.44063,2,203097
1.44081,2,204055
1.44099,2,205013
1.44117,2,205971
1.44135,2,206929
1.44153,2,207887
1.44171,2,208845
1.44189,2,209803
1.44207,2,210761
1.44225,2,211719
1.44243,3,86221
1.44251,3,200223
1.44261,3,201181
1.44279,3,202139
1.44297,3,203097
1.44315,3,204055
1.44333,3,205013
1.44351,3,205971
1.44369,3,206929
1.44387,3,207887
1.44405,3,208845
1.44423,3,209803
1.44441,3,210761
1.44459,3,211719
1.44477,4,86221
1.44485,4,200223
1.44495,4,201181
1.44513,4,202139
1.44531,4,203097
1.44549,4,204055
1.44567,4,205013
1.44585,4,205971
1.44603,4,206929
1.44621,4,207887
1.44639,4,208845
1.44657,4,209803
1.44675,4,210761
1.44693,4,211719
1.44711,1,147533
1.44719,1,275905
1.44727,1,276863
1.44765,2,91969
1.44773,2,196391
1.44783,2,197349
1.44801,2,198307
1.44819,2,199265
1.44837,2,200223
1.44855,2,201181
1.44873,2,202139
1.44891,2,203097
1.44909,2,204055
1.44927,2,205013
1.44945,2,205971
1.44963,2,206929
1.44981,3,88137
1.44989,3,212677
1.44999,3,213635
1.45017,3,214593
1.45035,3,215551
1.45053,3,216509
1.45071,3,217467
1.45233,4,88137
1.45241,4,212677
1.45251,4,213635
1.45269,4,214593
1.45287,4,215551
1.45305,4,216509
1.45323,4,217467
1.45485,1,88137
1.45493,1,212677
1.45503,1,213635
1.45521,1,214593
1.45539,1,215551
1.45557,1,216509
1.45575,1,217467
1.45737,2,88137
1.45745,2,212677
1.45755,2,213635
1.45773,2,214593
1.45791,2,215551
1.45809,2,216509
1.45827,2,217467
1.45989,3,88137
1.45997,3,212677
1.46007,3,213635
1.46024,3,214593
1.46042,3,215551
1.4606,3,216509
1.46078,3,217467
1.4624,4,88137
1.46248,4,212677
1.46258,4,213635
1.46276,4,214593
1.46294,4,215551
1.46312,4,216509
1.4633,4,217467
1.46492,1,149449
1.465,1,277821
1.46508,1,278779
1.46546,2,93885
1.46554,2,207887
1.46564,2,208845
1.46582,2,209803
1.466,2,210761
1.46618,2,211719
1.46636,2,212677
1.46654,2,213635
1.46672,2,214593
1.4669,2,215551
1.46708,2,216509
1.46726,2,217467
1.46744,2,218425
1.46762,2,219383
1.4678,3,90053
1.46788,3,218425
1.46796,3,219383
1.46906,4,90053
1.46914,4,218425
1.46922,4,219383
1.47121,1,90053
1.47129,1,218425
1.47137,1,219383
1.47373,2,90053
1.47381,2,218425
1.47389,2,219383
1.47625,3,90053
1.47633,3,218425
1.47641,3,219383
1.47876,4,90053
1.47884,4,218425
1.47893,4,219383
1.48128,1,151365
1.48136,1,279737
1.48144,1,280695
1.48182,2,95801
1.4819,2,220341
1.482,2,221299
1.48218,2,222257
1.48236,2,223215
1.48254,2,224173
1.48272,2,225131
1.48434,3,91969
1.48442,3,220341
1.4845,3,221299
1.48542,4,91969
1.4855,4,220341
1.48558,4,221299
1.48757,1,91969
1.48765,1,220341
1.48773,1,221299
1.49009,2,91969
1.49017,2,220341
1.49025,2,221299
1.49261,3,91969
1.49269,3,220341
1.49277,3,221299
1.49512,4,91969
1.4952,4,220341
1.49529,4,221299
1.49764,1,153281
1.49772,1,281653
1.4978,1,282611
1.49818,2,97717
1.49826,2,226089
1.49834,2,227047
1.5007,3,93885
1.50078,3,222257
1.50086,3,223215
1.50178,4,93885
1.50186,4,222257
1.50194,4,223215
1.50393,1,93885
1.50401,1,222257
1.50409,1,223215
1.50645,2,93885
1.50653,2,222257
1.50661,2,223215
1.50897,3,93885
1.50905,3,222257
1.50913,3,223215
1.51148,4,93885
1.51157,4,222257
1.51165,4,223215
1.514,1,155197
1.51408,1,283569
1.51416,1,284527
1.51454,2,99633
1.51462,2,228005
1.5147,2,228963
1.51706,3,95801
1.51714,3,224173
1.51722,3,225131
1.51814,4,95801
1.51822,4,224173
1.5183,4,225131
1.52029,1,95801
1.52037,1,224173
1.52045,1,225131
1.52281,2,95801
1.52289,2,224173
1.52297,2,225131
1.52533,3,95801
1.52541,3,224173
1.52549,3,225131
1.52784,4,95801
1.52793,4,224173
1.52801,4,225131
1.53036,1,157113
1.53044,1,285485
1.53052,1,286443
1.5309,2,101549
1.53098,2,229921
1.53106,2,230879
1.53342,3,97717
1.5335,3,226089
1.53358,3,227047
1.5345,4,97717
1.53458,4,226089
1.53466,4,227047
1.53665,1,97717
1.53673,1,226089
1.53681,1,227047
1.53917,2,97717
1.53925,2,226089
1.53933,2,227047
1.54169,3,97717
1.54177,3,226089
1.54185,3,227047
1.5442,4,97717
1.54429,4,226089
1.54437,4,227047
1.54672,1,159029
1.5468,1,287401
1.54688,1,288359
1.54726,2,103465
1.54734,2,231837
1.54742,2,232795
1.54978,3,99633
1.54986,3,228005
1.54994,3,228963
1.55086,4,99633
1.55094,4,228005
1.55102,4,228963
1.55301,1,99633
1.55309,1,228005
1.55317,1,228963
1.55553,2,99633
1.55561,2,228005
1.55569,2,228963
1.55805,3,99633
1.55813,3,228005
1.55821,3,228963
1.56056,4,99633
1.56065,4,228005
1.56073,4,228963
1.56308,1,160945
1.56316,1,289317
1.56324,1,290275
1.56362,2,105381
1.5637,2,233753
1.56378,2,234711
1.56614,3,101549
1.56622,3,229921
1.5663,3,230879
1.56722,4,101549
1.5673,4,229921
1.56738,4,230879
1.56937,1,101549
1.56945,1,229921
1.56953,1,230879
1.57189,2,101549
1.57197,2,229921
1.57205,2,230879
1.57441,3,101549
1.57449,3,229921
1.57457,3,230879
1.57692,4,101549
1.57701,4,229921
1.57709,4,230879
1.57944,1,162861
1.57952,1,291233
1.57961,1,292191
1.57998,2,107297
1.58006,2,235669
1.58014,2,236627
1.5825,3,103465
1.58258,3,231837
1.58266,3,232795
1.58358,4,103465
1.58366,4,231837
1.58374,4,232795
1.58573,1,103465
1.58581,1,231837
1.58589,1,232795
1.58825,2,103465
1.58833,2,231837
1.58841,2,232795
1.59077,3,103465
1.59085,3,231837
1.59093,3,232795
1.59328,4,103465
1.59337,4,231837
1.59345,4,232795
1.5958,1,164777
1.59588,1,293149
1.59597,1,294107
1.59634,2,109213
1.59642,2,237585
1.5965,2,238543
1.59886,3,105381
1.59894,3,233753
1.59902,3,234711
1.59994,4,105381
1.60002,4,233753
1.6001,4,234711
1.60209,1,105381
1.60217,1,233753
1.60225,1,234711
1.60461,2,105381
1.60469,2,233753
1.60477,2,234711
1.60713,3,105381
1.60721,3,233753
1.60729,3,234711
1.60964,4,105381
1.60973,4,233753
1.60981,4,234711
1.61216,1,166693
1.61224,1,295065
1.61233,1,296023
1.6127,2,111129
1.61278,2,239501
1.61286,2,240459
1.61522,3,107297
1.6153,3,235669
1.61538,3,236627
1.6163,4,107297
1.61638,4,235669
1.61646,4,236627
1.61845,1,107297
1.61853,1,235669
1.61861,1,236627
1.62097,2,107297
1.62105,2,235669
1.62113,2,236627
1.62349,3,107297
1.62357,3,235669
1.62365,3,236627
1.626,4,107297
1.62609,4,235669
1.62617,4,236627
1.62852,1,168609
1.6286,1,296981
1.62869,1,297939
1.62906,2,113045
1.62914,2,241417
1.62922,2,242375
1.63158,3,109213
1.63166,3,237585
1.63174,3,238543
1.63266,4,109213
1.63274,4,237585
1.63282,4,238543
1.63481,1,109213
1.63489,1,237585
1.63497,1,238543
1.63733,2,109213
1.63741,2,237585
1.63749,2,238543
1.63985,3,109213
1.63993,3,237585
1.64001,3,238543
1.64236,4,109213
1.64245,4,237585
1.64253,4,238543
1.64488,1,170525
1.64496,1,298897
1.64505,1,299855
1.64542,2,114961
1.6455,2,243333
1.64559,2,244291
1.64794,3,111129
1.64802,3,239501
1.6481,3,240459
1.64902,4,111129
1.6491,4,239501
1.64918,4,240459
1.65117,1,111129
1.65125,1,239501
1.65133,1,240459
1.65369,2,111129
1.65377,2,239501
1.65385,2,240459
1.65621,3,111129
1.65629,3,239501
1.65637,3,240459
1.65872,4,111129
1.65881,4,239501
1.65889,4,240459
1.66124,1,172441
1.66132,1,300813
1.66141,1,301771
1.66178,2,116877
1.66186,2,245249
1.66195,2,246207
1.6643,3,113045
1.66438,3,241417
1.66446,3,242375
1.66538,4,113045
1.66546,4,241417
1.66554,4,242375
1.66753,1,113045
1.66761,1,241417
1.66769,1,242375
1.67005,2,113045
1.67013,2,241417
1.67021,2,242375
1.67257,3,113045
1.67265,3,241417
1.67273,3,242375
1.67508,4,113045
1.67517,4,241417
1.67525,4,242375
1.6776,1,174357
1.67768,1,302729
1.67777,1,303687
1.67814,2,118793
1.67822,2,247165
1.67831,2,248123
1.68066,3,114961
1.68074,3,243333
1.68082,3,244291
1.68174,4,114961
1.68182,4,243333
1.6819,4,244291
1.68389,1,114961
1.68397,1,243333
1.68405,1,244291
1.68641,2,114961
1.68649,2,243333
1.68657,2,244291
1.68893,3,114961
1.68901,3,243333
1.68909,3,244291
1.69144,4,114961
1.69153,4,243333
1.69161,4,244291
1.69396,1,176273
1.69404,1,304645
1.69413,1,305603
1.6945,2,120709
1.69458,2,249081
1.69467,2,250039
1.69702,3,116877
1.6971,3,245249
1.69718,3,246207
1.6981,4,116877
1.69818,4,245249
1.69826,4,246207
1.70025,1,116877
1.70033,1,245249
1.70041,1,246207
1.70277,2,116877
1.70285,2,245249
1.70293,2,246207
1.70529,3,116877
1.70537,3,245249
1.70545,3,246207
1.7078,4,116877
1.70789,4,245249
1.70797,4,246207
1.71032,1,178189
1.7104,1,306561
1.71049,1,307519
1.71086,2,122625
1.71094,2,250997
1.71103,2,251955
1.71338,3,118793
1.71346,3,247165
1.71354,3,248123
1.71446,4,118793
1.71454,4,247165
1.71462,4,248123
1.71661,1,118793
1.71669,1,247165
1.71677,1,248123
1.71913,2,118793
1.71921,2,247165
1.71929,2,248123
1.72165,3,118793
1.72173,3,247165
1.72181,3,248123
1.72416,4,118793
1.72425,4,247165
1.72433,4,248123
1.72668,1,180105
1.72676,1,308477
1.72685,1,309435
1.72722,2,124541
1.7273,2,252913
1.72739,2,253871
1.72974,3,120709
1.72982,3,249081
1.7299,3,250039
1.73082,4,120709
1.7309,4,249081
1.73098,4,250039
1.73297,1,120709
1.73305,1,249081
1.73313,1,250039
1.73549,2,120709
1.73557,2,249081
1.73565,2,250039
1.73801,3,120709
1.73809,3,249081
1.73817,3,250039
1.74053,4,120709
1.74061,4,249081
1.74069,4,250039
1.74304,1,182021
1.74312,1,310393
1.74321,1,311351
1.74358,2,126457
1.74366,2,254829
1.74375,2,255787
1.74617,3,250997
1.74625,3,251955
1.74633,3,252913
1.74642,3,253871
1.7465,3,254829
1.74658,3,255787
1.74666,3,256745
1.74674,3,257703
1.74725,4,250997
1.74733,4,251955
1.74741,4,252913
1.74749,4,253871
1.74757,4,254829
1.74765,4,255787
1.74773,4,256745
1.74781,4,257703
1.74939,1,250997
1.74947,1,251955
1.74955,1,252913
1.74963,1,253871
1.74972,1,254829
1.7498,1,255787
1.74988,1,256745
1.74996,1,257703
1.75192,2,250997
1.752,2,251955
1.75208,2,252913
1.75216,2,253871
1.75224,2,254829
1.75233,2,255787
1.75241,2,256745
1.75249,2,257703
1.75437,3,250997
1.75445,3,251955
1.75453,3,252913
1.75462,3,253871
1.7547,3,254829
1.75478,3,255787
1.75486,3,256745
1.75494,3,257703
1.7569,4,250997
1.75698,4,251955
1.75706,4,252913
1.75715,4,253871
1.75723,4,254829
1.75731,4,255787
1.75739,4,256745
1.75747,4,257703
1.7594,1,183937
1.75948,1,312309
1.75957,1,313267
1.75994,2,128373
1.76002,2,256745
1.76011,2,257703
1.76253,3,258661
1.76261,3,259619
1.76271,3,260577
1.76279,3,261535
1.76289,3,262493
1.76297,3,263451
1.76307,3,264409
1.76315,3,265367
1.76325,3,266325
1.76333,3,267283
1.76343,3,268241
1.76351,3,269199
1.76361,3,270157
1.76369,3,271115
1.76379,3,272073
1.76387,3,273031
1.76397,4,258661
1.76405,4,259619
1.76415,4,260577
1.76423,4,261535
1.76433,4,262493
1.76441,4,263451
1.76451,4,264409
1.76459,4,265367
1.76469,4,266325
1.76477,4,267283
1.76487,4,268241
1.76495,4,269199
1.76505,4,270157
1.76513,4,271115
1.76523,4,272073
1.76531,4,273031
1.76575,1,258661
1.76583,1,259619
1.76593,1,260577
1.76601,1,261535
1.76611,1,262493
1.76619,1,263451
1.76629,1,264409
1.76637,1,265367
1.76647,1,266325
1.76655,1,267283
1.76665,1,268241
1.76673,1,269199
1.76683,1,270157
1.76691,1,271115
1.76701,1,272073
1.76709,1,273031
1.76828,2,258661
1.76836,2,259619
1.76846,2,260577
1.76854,2,261535
1.76864,2,262493
1.76872,2,263451
1.76882,2,264409
1.7689,2,265367
1.769,2,266325
1.76908,2,267283
1.76918,2,268241
1.76926,2,269199
1.76936,2,270157
1.76944,2,271115
1.76954,2,272073
1.76962,2,273031
1.77073,3,258661
1.77081,3,259619
1.77091,3,260577
1.77099,3,261535
1.77109,3,262493
1.77117,3,263451
1.77127,3,264409
1.77135,3,265367
1.77145,3,266325
1.77153,3,267283
1.77163,3,268241
1.77171,3,269199
1.77181,3,270157
1.77189,3,271115
1.77199,3,272073
1.77207,3,273031
1.77326,4,258661
1.77334,4,259619
1.77344,4,260577
1.77352,4,261535
1.77362,4,262493
1.7737,4,263451
1.7738,4,264409
1.77388,4,265367
1.77398,4,266325
1.77406,4,267283
1.77416,4,268241
1.77424,4,269199
1.77434,4,270157
1.77442,4,271115
1.77452,4,272073
1.7746,4,273031
1.77576,1,185853
1.77584,1,314225
1.77593,1,315183
1.7763,2,130289
1.77638,2,258661
1.77647,2,259619
1.77889,3,273989
1.77897,3,274947
1.77907,3,275905
1.77915,3,276863
1.77925,3,277821
1.77933,3,278779
1.77943,3,279737
1.77951,3,280695
1.77961,3,281653
1.77969,3,282611
1.77979,3,283569
1.77987,3,284527
1.77997,3,285485
1.78005,3,286443
1.78015,3,287401
1.78023,3,288359
1.78033,3,289317
1.78041,3,290275
1.78051,3,291233
1.78059,3,292191
1.78069,3,293149
1.78077,3,294107
1.78087,3,295065
1.78095,3,296023
1.78105,3,296981
1.78113,3,297939
1.78123,3,298897
1.78131,3,299855
1.78141,3,300813
1.78149,3,301771
1.78159,3,302729
1.78167,3,303687
1.78177,4,273989
1.78185,4,274947
1.78195,4,275905
1.78203,4,276863
1.78213,4,277821
1.78221,4,278779
1.78231,4,279737
1.78239,4,280695
1.78249,4,281653
1.78257,4,282611
1.78267,4,283569
1.78275,4,284527
1.78285,4,285485
1.78293,4,286443
1.78303,4,287401
1.78311,4,288359
1.78321,4,289317
1.78329,4,290275
1.78339,4,291233
1.78347,4,292191
1.78357,4,293149
1.78365,4,294107
1.78375,4,295065
1.78383,4,296023
1.78393,4,296981
1.78401,4,297939
1.78411,4,298897
1.78419,4,299855
1.78429,4,300813
1.78437,4,301771
1.78447,4,302729
1.78455,4,303687
1.78465,1,273989
1.78473,1,274947
1.78483,1,275905
1.78491,1,276863
1.78501,1,277821
1.78509,1,278779
1.78519,1,279737
1.78527,1,280695
1.78537,1,281653
1.78545,1,282611
1.78555,1,283569
1.78563,1,284527
1.78573,1,285485
1.78581,1,286443
1.78591,1,287401
1.78599,1,288359
1.78609,1,289317
1.78617,1,290275
1.78627,1,291233
1.78635,1,292191
1.78645,1,293149
1.78653,1,294107
1.78663,1,295065
1.78671,1,296023
1.78681,1,296981
1.78689,1,297939
1.78699,1,298897
1.78707,1,299855
1.78717,1,300813
1.78725,1,301771
1.78735,1,302729
1.78743,1,303687
1.78753,2,273989
1.78761,2,274947
1.78771,2,275905
1.78779,2,276863
1.78789,2,277821
1.78797,2,278779
1.78807,2,279737
1.78815,2,280695
1.78825,2,281653
1.78833,2,282611
1.78843,2,283569
1.78851,2,284527
1.78861,2,285485
1.78869,2,286443
1.78879,2,287401
1.78887,2,288359
1.78897,2,289317
1.78905,2,290275
1.78915,2,291233
1.78923,2,292191
1.78933,2,293149
1.78941,2,294107
1.78951,2,295065
1.78959,2,296023
1.78969,2,296981
1.78977,2,297939
1.78987,2,298897
1.78995,2,299855
1.79005,2,300813
1.79013,2,301771
1.79023,2,302729
1.79031,2,303687
1.79041,3,273989
1.79049,3,274947
1.79059,3,275905
1.79067,3,276863
1.79077,3,277821
1.79085,3,278779
1.79095,3,279737
1.79103,3,280695
1.79113,3,281653
1.79121,3,282611
1.79131,3,283569
1.79139,3,284527
1.79149,3,285485
1.79157,3,286443
